[COM1]#INSPVAA,COM1,0,72.5,FINESTEERING,1861,225755.800,00004000,54e2,13306;1861,225755.800000000,41.39049440639,-73.95316899945,-29.2597,0.0019,-0.0000,0.0047,0.729135623,0.707248195,329.817959894,INS_SOLUTION_GOOD*49d2a073
#BESTGNSSPOSA,COM1,0,72.5,FINESTEERING,1861,225755.800,00004000,bede,13306;SOL_COMPUTED,SINGLE,41.39048976046,-73.95316366730,3.3805,-32.2000,WGS84,1.4809,1.2075,2.1486,"",0.000,0.000,11,11,11,11,00,86,00,03*058c21f6
<RAWIMUS 1861 225756.000
<     1861 225755.985000000 00000077 64261 670 647 0 72 -21
[COM1]#INSPVAA,COM1,0,72.5,FINESTEERING,1861,225756.000,00004000,54e2,13306;1861,225756.000000000,41.39049440678,-73.95316899872,-29.2597,0.0015,0.0007,0.0039,0.729784154,0.708045737,329.818101145,INS_SOLUTION_GOOD*afdbdf44
#BESTGNSSPOSA,COM1,0,72.5,FINESTEERING,1861,225756.000,00004000,bede,13306;SOL_COMPUTED,SINGLE,41.39048974510,-73.95316366009,3.3775,-32.2000,WGS84,1.4809,1.2075,2.1486,"",0.000,0.000,11,11,11,11,00,86,00,03*95f8aadf
<RAWIMUS 1861 225756.200
<     1861 225756.185000000 00000077 64411 828 636 2 102 -40
[COM1]#INSPVAA,COM1,0,72.5,FINESTEERING,1861,225756.200,00004000,54e2,13306;1861,225756.200000000,41.39049440717,-73.95316899798,-29.2598,0.0011,0.0009,0.0035,0.729440138,0.709409144,329.819812694,INS_SOLUTION_GOOD*c78a9616
#BESTGNSSPOSA,COM1,0,72.5,FINESTEERING,1861,225756.200,00004000,bede,13306;SOL_COMPUTED,SINGLE,41.39048974633,-73.95316372051,3.3801,-32.2000,WGS84,1.4801,1.2074,2.1486,"",0.000,0.000,11,11,11,11,00,86,00,03*bd468b48
<RAWIMUS 1861 225756.400
<     1861 225756.385000000 00000077 64301 811 682 -10 -26 57
[COM1]#INSPVAA,COM1,0,72.5,FINESTEERING,1861,225756.400,00004000,54e2,13306;1861,225756.400000000,41.39049440756,-73.95316899724,-29.2598,0.0006,0.0008,0.0032,0.727980461,0.708258244,329.819900045,INS_SOLUTION_GOOD*e193ee98
#BESTGNSSPOSA,COM1,0,72.5,FINESTEERING,1861,225756.400,00004000,bede,13306;SOL_COMPUTED,SINGLE,41.39048975679,-73.95316373416,3.3809,-32.2000,WGS84,1.4801,1.2074,2.1486,"",0.000,0.000,11,11,11,11,00,86,00,03*03bbb1e6
<RAWIMUS 1861 225756.600
