# HANDBALL FEILD Southdock
42.6782124069,	-83.19556585, 300, 1, 3, qne02
42.67833241,	-83.19551079, 300, 1, 3, qn00
#42.67815183,	-83.19550314, 300, 1, 3, qs01
#42.67791884,	-83.195549215, 300, 1, 3, qse03
