# HANDBALL FEILD Southdock
41.3906891304,	-73.9532237103, 300, 1, 3, p00	
41.3908542265,-73.9531315953, 300, 1, 3, p01	
#41.3907609565,	-73.9534516962, 300, 1, 3, p02	
41.3909152705,	-73.9533698948, 300, 1, 3, p03
41.3906891304,	-73.9532237103, 300, 1, 3, p00	
