# HANDBALL FEILD Southdock
41.3906926829,	-73.9532581814, 300, 0, 3, p00
41.3909113965,	-73.9533275195, 300, 0, 3, p02
41.3909561595,	-73.9531332215, 300, 0, 3, p01
41.390749935,	-73.9533490484, 300, 0, 3, p03
